EstablecimientoCodigoAntiguo;EstablecimientoCodigo;EstablecimientoCodigoMadreAntiguo;EstablecimientoCodigoMadreNuevo;RegionCodigo;RegionGlosa;SeremiSaludCodigo_ServicioDeSaludCodigo;SeremiSaludGlosa_ServicioDeSaludGlosa;TipoPertenenciaEstabGlosa;TipoEstablecimientoGlosa;AmbitoFuncionamiento;EstablecimientoGlosa;Certificacion;DependenciaAdministrativa;NivelAtencionEstabglosa;ComunaCodigo;ComunaGlosa;TipoViaGlosa;Numero;NombreVia;TelefonoMovil_TelefonoFijo;FechaInicioFuncionamientoEstab;TieneServicioUrgencia;TipoUrgencia;ClasificacionTipoSapu;Latitud;Longitud;TipoSistemaSaludGlosa;EstadoFuncionamiento;NivelComplejidadEstabGlosa;TipoAtencionEstabGlosa;FechaIncorporacion;FechaCierre
;201519;;;15;Arica Parinacota;15;SEREMI de Salud de Arica y Parinacota;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro  Diagnóstico y Tratamiento Privado;Establecimiento de Salud;"Centro Kinésico ""Kine Wellness Arica""";No Aplica;Privado;Secundario;15101;Arica;Calle;671;Augusto D´Halmar;944081801;20-05-2022;NO;No Aplica;No Aplica;-18.483.817;-7.030.761;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;05-04-2024;
;201606;;;15;Arica Parinacota;15;SEREMI de Salud de Arica y Parinacota;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro  Diagnóstico y Tratamiento Privado;Establecimiento de Salud;Centro Dermatológico Integral CEDERMI;No Aplica;Privado;Secundario;15101;Arica;Calle;236;Covadonga;;12-03-2024;NO;No Aplica;No Aplica;-1.848.654.915;-7.030.408.837;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;29-07-2024;
;201607;;;15;Arica Parinacota;15;SEREMI de Salud de Arica y Parinacota;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro  Diagnóstico y Tratamiento Privado;Establecimiento de Salud;Centro de Rehabilitación e Hidroterapia UMAVIDA LTDA;No Aplica;Privado;Secundario;15101;Arica;Calle;440;Caupolicán;;30-08-2018;NO;No Aplica;No Aplica;-1.848.490.872;-7.030.582.318;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;02-08-2024;
;201547;;;3;Atacama;3;SEREMI de Salud de Atacama;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro  Diagnóstico y Tratamiento Privado;Establecimiento de Salud;Gatromec;No Aplica;Privado;Secundario;3101;Copiapó;Avenida;1289;El Palomar;522051045;13-03-2024;NO;No Aplica;No Aplica;-27.379;-70.331.616;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;14-05-2024;
;201863;;;4;Coquimbo;4;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro  Diagnóstico y Tratamiento Privado;Establecimiento de Salud;Kinefit - Salamanca;No Aplica;Privado;No Aplica;4204;Salamanca;Calle;711;O'Higgins 711-E;962282123;13-06-2022;NO;No Aplica;No Aplica;-3.177.907.169;-7.096.685.952;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;29-05-2025;
;201864;;;4;Coquimbo;4;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro  Diagnóstico y Tratamiento Privado;Establecimiento de Salud;Bio Imagen RX;No Aplica;Privado;No Aplica;4204;Salamanca;Calle;110;Ruiz Valledor;532551066;11-09-2006;NO;No Aplica;No Aplica;-3.177.783.464;-7.096.607.493;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;29-05-2025;
;201876;;;4;Coquimbo;4;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro  Diagnóstico y Tratamiento Privado;Establecimiento de Salud;JEA Kinesiología;No Aplica;Privado;No Aplica;4201;Illapel;Calle;461;San Juan de Dios;987014026;26-07-2019;NO;No Aplica;No Aplica;-3.162.953.275;-7.116.545.553;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;29-05-2025;
;201877;;;4;Coquimbo;4;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro  Diagnóstico y Tratamiento Privado;Establecimiento de Salud;A&M Cuidado Corporal Integral;No Aplica;Privado;No Aplica;4201;Illapel;Calle;509;Independencia;982628462;04-11-2024;NO;No Aplica;No Aplica;-3.163.004.451;-7.116.443.949;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;29-05-2025;
;201884;;;4;Coquimbo;4;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro  Diagnóstico y Tratamiento Privado;Establecimiento de Salud;Kinecenter - Ovalle;No Aplica;Privado;No Aplica;4301;Ovalle;Calle;490;Antofagasta 490;985247218;30-08-2023;NO;No Aplica;No Aplica;-3.060.274.881;-7.119.364.865;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;29-05-2025;
;201888;;;4;Coquimbo;4;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro  Diagnóstico y Tratamiento Privado;Establecimiento de Salud;Kinesix;No Aplica;Privado;No Aplica;4301;Ovalle;Calle;494;Independencia;991564464;24-04-2014;NO;No Aplica;No Aplica;-3.060.576.377;-7.120.379.206;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;02-06-2025;
;201890;;;4;Coquimbo;4;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro  Diagnóstico y Tratamiento Privado;Establecimiento de Salud;DigiRad;No Aplica;Privado;No Aplica;4301;Ovalle;Calle;565;Tangue;532626342;29-01-2019;NO;No Aplica;No Aplica;-3.060.616.398;-7.120.481.629;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;02-06-2025;
;201895;;;4;Coquimbo;4;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro  Diagnóstico y Tratamiento Privado;Establecimiento de Salud;AlmaKinesis;No Aplica;Privado;No Aplica;4101;La Serena;Avenida;1115;Presidente José Manuel Balmaceda, oficina 311;941463247;14-09-2021;NO;No Aplica;No Aplica;-299.100.902;-7.125.032.521;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;02-06-2025;
;201898;;;4;Coquimbo;4;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro  Diagnóstico y Tratamiento Privado;Establecimiento de Salud;Centro de Diagnostico Nuara - Larraín Alcalde;No Aplica;Privado;No Aplica;4101;La Serena;Calle;1146;Larraín Alcalde;512485980;11-08-2017;NO;No Aplica;No Aplica;-2.991.120.822;-7.124.856.888;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;02-06-2025;
;201899;;;4;Coquimbo;4;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro  Diagnóstico y Tratamiento Privado;Establecimiento de Salud;Centro Kinésico Balance;No Aplica;Privado;No Aplica;4101;La Serena;Avenida;1115;Presidente José Manuel Balmaceda, oficina 403;992652883;24-01-2014;NO;No Aplica;No Aplica;-299.100.902;-7.125.032.521;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;02-06-2025;
;201914;;;4;Coquimbo;4;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro  Diagnóstico y Tratamiento Privado;Establecimiento de Salud;Centro de Diagnostico Nuara - Huanhualí;No Aplica;Privado;No Aplica;4101;La Serena;Calle;330;Huanhualí;512485980;06-12-2024;NO;No Aplica;No Aplica;-299.140.965;-7.125.485.065;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;09-06-2025;
;201915;;;4;Coquimbo;4;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro  Diagnóstico y Tratamiento Privado;Establecimiento de Salud;FocusRad - La Serena;No Aplica;Privado;No Aplica;4101;La Serena;Avenida;785;Amunátegui, oficina 225;958681122;05-06-2018;NO;No Aplica;No Aplica;-2.991.053.567;-7.124.726.086;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;09-06-2025;
;201929;;;4;Coquimbo;4;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro  Diagnóstico y Tratamiento Privado;Establecimiento de Salud;Centro Médico Rads - Función Pulmonar;No Aplica;Privado;No Aplica;4102;Coquimbo;Calle;748;Presidente Arturo Alessandri;512322831;16-05-2023;NO;No Aplica;No Aplica;-2.996.890.175;-7.133.890.088;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;09-06-2025;
;201930;;;4;Coquimbo;4;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro  Diagnóstico y Tratamiento Privado;Establecimiento de Salud;Radiología Dental Arenas de Coquimbo;No Aplica;Privado;No Aplica;4102;Coquimbo;Avenida;340;Pedro Nolasco Videla, oficina 209 y 215;985163164;02-10-2023;NO;No Aplica;No Aplica;-2.996.324.215;-7.133.625.019;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;09-06-2025;
;201931;;;4;Coquimbo;4;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro  Diagnóstico y Tratamiento Privado;Establecimiento de Salud;Quiropraxis Rehabilitación Integral;No Aplica;Privado;No Aplica;4102;Coquimbo;Avenida;748;Presidente Arturo Alessandri;512322831;16-05-2023;NO;No Aplica;No Aplica;-2.996.890.175;-7.133.890.088;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;09-06-2025;
;201932;;;4;Coquimbo;4;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro  Diagnóstico y Tratamiento Privado;Establecimiento de Salud;MedicLife;No Aplica;Privado;No Aplica;4102;Coquimbo;Avenida;810;Pedro Nolasco Videla, oficina 214;922485348;19-12-2023;NO;No Aplica;No Aplica;-2.996.474.728;-7.133.585.172;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;09-06-2025;
;201934;;;4;Coquimbo;4;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro  Diagnóstico y Tratamiento Privado;Establecimiento de Salud;ImatecSalud - O&G Coquimbo;No Aplica;Privado;No Aplica;4102;Coquimbo;Avenida;348;Pedro Nolasco Videla, 3° piso;6006009060;14-02-2022;NO;No Aplica;No Aplica;-2.996.360.032;-7.133.591.704;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;09-06-2025;
;201936;;;4;Coquimbo;4;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro  Diagnóstico y Tratamiento Privado;Establecimiento de Salud;DiagnoSalud - Diagnóstico Médico por Imagen;No Aplica;Privado;No Aplica;4102;Coquimbo;Avenida;810;Pedro Nolasco Videla, 1° piso;956472909;03-02-2023;NO;No Aplica;No Aplica;-2.996.474.728;-7.133.585.172;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;09-06-2025;
;201940;;;4;Coquimbo;4;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro  Diagnóstico y Tratamiento Privado;Establecimiento de Salud;Resonancia Magnética del Norte;No Aplica;Privado;No Aplica;4102;Coquimbo;Avenida;718;Presidente Arturo Alessandri;512322831;27-06-2000;NO;No Aplica;No Aplica;-2.996.875.662;-7.133.903.452;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;09-06-2025;
;201964;;;4;Coquimbo;4;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro  Diagnóstico y Tratamiento Privado;Establecimiento de Salud;Centro Proactive;No Aplica;Privado;No Aplica;4101;La Serena;Avenida;2475;Gabriela Mistral;945893817;09-11-2017;NO;No Aplica;No Aplica;-2.992.718.915;-7.124.464.478;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;30-06-2025;
;201971;;;4;Coquimbo;4;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro  Diagnóstico y Tratamiento Privado;Establecimiento de Salud;Odontología C-MAX;No Aplica;Privado;No Aplica;4101;La Serena;Avenida;2195;José Manuel Balmaceda, oficina 422;512446381;15-12-2015;NO;No Aplica;No Aplica;-2.992.067.298;-7.125.530.736;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;30-06-2025;
;201984;;;4;Coquimbo;4;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro  Diagnóstico y Tratamiento Privado;Establecimiento de Salud;DIMEX Radiología;No Aplica;Privado;No Aplica;4101;La Serena;Avenida;1960;Juan Cisternas, oficina 32;512433187;30-07-2018;NO;No Aplica;No Aplica;-2.991.974.856;-7.124.526.482;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;30-06-2025;
;201989;;;4;Coquimbo;4;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro  Diagnóstico y Tratamiento Privado;Establecimiento de Salud;Radiología La Serena;No Aplica;Privado;No Aplica;4101;La Serena;Avenida;2497;Juan Cisternas, oficinas 309-311;944212625;28-04-2023;NO;No Aplica;No Aplica;-2.992.418.899;-7.124.763.567;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;30-06-2025;
;201990;;;4;Coquimbo;4;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro  Diagnóstico y Tratamiento Privado;Establecimiento de Salud;Centro Médico Pakari;No Aplica;Privado;No Aplica;4101;La Serena;Avenida;2780;Juan Cisternas;940430375;14-12-2017;NO;No Aplica;No Aplica;-2.992.781.157;-7.124.852.289;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;30-06-2025;
;201995;;;4;Coquimbo;4;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro  Diagnóstico y Tratamiento Privado;Establecimiento de Salud;Imared - La Serena;No Aplica;Privado;No Aplica;4101;La Serena;Calle;320;Juan Soldado;512505902;05-12-2019;NO;No Aplica;No Aplica;-2.991.541.808;-7.125.624.293;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;30-06-2025;
;201997;;;4;Coquimbo;4;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro  Diagnóstico y Tratamiento Privado;Establecimiento de Salud;Kinesiología Alta Cumbre;No Aplica;Privado;No Aplica;4101;La Serena;Calle;614;Seminario;998963514;07-07-2022;NO;No Aplica;No Aplica;-2.992.737.053;-7.125.543.784;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;30-06-2025;
;202002;;;4;Coquimbo;4;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro  Diagnóstico y Tratamiento Privado;Establecimiento de Salud;Centro Médico Arauco - Toma de Muestras e Imagenología;No Aplica;Privado;No Aplica;4203;Los Vilos;Calle;365;Arauco;532548829;13-01-2023;NO;No Aplica;No Aplica;-3.191.513.392;-7.151.336.041;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;30-06-2025;
;202007;;;4;Coquimbo;4;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro  Diagnóstico y Tratamiento Privado;Establecimiento de Salud;Centro Médico Arauco - TAC;No Aplica;Privado;No Aplica;4203;Los Vilos;Calle;590;Talcahuano;532548829;29-05-2024;NO;No Aplica;No Aplica;-319.148.356;-7.151.297.226;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;30-06-2025;
;202013;;;4;Coquimbo;4;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro  Diagnóstico y Tratamiento Privado;Establecimiento de Salud;Centro Radiológico Dental PHAM Ovalle;No Aplica;Privado;No Aplica;4301;Ovalle;Avenida;1480;Manuel Peñafiel Olivares, oficina 416B;532648291;08-07-2022;NO;No Aplica;No Aplica;-3.057.737.518;-7.118.869.944;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;30-06-2025;
;202014;;;4;Coquimbo;4;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro  Diagnóstico y Tratamiento Privado;Establecimiento de Salud;Kinesiomed;No Aplica;Privado;No Aplica;4301;Ovalle;Avenida;1480;Manuel Peñafiel Olivares, oficina 420;942757447;07-10-2024;NO;No Aplica;No Aplica;-3.057.737.518;-7.118.869.944;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;30-06-2025;
;202016;;;4;Coquimbo;4;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro  Diagnóstico y Tratamiento Privado;Establecimiento de Salud;ImatecSalud Resonancia Imagen - Arenas Ovalle;No Aplica;Privado;No Aplica;4301;Ovalle;Avenida;1480;Manuel Peñafiel Olivares, oficina 7;989220468;12-09-2022;NO;No Aplica;No Aplica;-3.057.737.518;-7.118.869.944;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;30-06-2025;
;202017;;;4;Coquimbo;4;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro  Diagnóstico y Tratamiento Privado;Establecimiento de Salud;Spa Samay;No Aplica;Privado;No Aplica;4301;Ovalle;Avenida;2711;Manuel Peñafiel Olivares;532655106;14-09-2016;NO;No Aplica;No Aplica;-3.057.315.167;-7.118.405.093;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;30-06-2025;
