EstablecimientoCodigoAntiguo;EstablecimientoCodigo;EstablecimientoCodigoMadreAntiguo;EstablecimientoCodigoMadreNuevo;RegionCodigo;RegionGlosa;SeremiSaludCodigo_ServicioDeSaludCodigo;SeremiSaludGlosa_ServicioDeSaludGlosa;TipoPertenenciaEstabGlosa;TipoEstablecimientoGlosa;AmbitoFuncionamiento;EstablecimientoGlosa;Certificacion;DependenciaAdministrativa;NivelAtencionEstabglosa;ComunaCodigo;ComunaGlosa;TipoViaGlosa;Numero;NombreVia;TelefonoMovil_TelefonoFijo;FechaInicioFuncionamientoEstab;TieneServicioUrgencia;TipoUrgencia;ClasificacionTipoSapu;Latitud;Longitud;TipoSistemaSaludGlosa;EstadoFuncionamiento;NivelComplejidadEstabGlosa;TipoAtencionEstabGlosa;FechaIncorporacion;FechaCierre
24-905;200353;;;10;LOS LAGOS;10;SEREMI DE SALUD DE LOS LAGOS;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;CENTRO DE SALUD MÉDICO DENTAL UNIVERSITARIO DE LA UNIVERSIDAD DE LOS LAGOS;No Aplica;Privado;Secundario;10101;PUERTO MONTT;Calle;;Camino Chinquihue, Km 6;;07-01-2011;NO;No Aplica;No Aplica;-41.494.143;-72.987.206;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
24-979;200309;;;10;LOS LAGOS;10;SEREMI DE SALUD DE LOS LAGOS;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;POLICLÍNICO INSTITUCIONAL DE GENDARMERÍA DE CHILE (PUERTO MONTT);No Aplica;Gendamería;Secundario;10101;PUERTO MONTT;Calle;;Panamericana Norte;;07-05-2013;NO;No Aplica;No Aplica;-41.482.256;-7.300.836;FUERZAS ARMADAS Y DE ORDEN;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
24-973;200073;;;10;LOS LAGOS;10;SEREMI DE SALUD DE LOS LAGOS;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;CENTRO DE SALUD MEDICINA INTEGRAL Y EJERCICIO;No Aplica;Privado;Secundario;10101;PUERTO MONTT;Avenida;133;Bellavista;652289420;;NO;No Aplica;No Aplica;-41.477.432;-72.914.106;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
24-280;124280;;;10;LOS LAGOS;10;SEREMI DE SALUD DE LOS LAGOS;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;POLICLÍNICO NAVAL DE PUERTO MONTT;No Aplica;Armada de Chile;Secundario;10101;PUERTO MONTT;Avenida;2300;Diego Portales;652438031;;NO;No Aplica;No Aplica;-414.745;-7.296.701;FUERZAS ARMADAS Y DE ORDEN;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
24-282;124282;;;10;LOS LAGOS;10;SEREMI DE SALUD DE LOS LAGOS;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;POLICLÍNICO MUTUAL DE SEGURIDAD CCHC PUERTO MONTT;No Aplica;Privado;Secundario;10101;PUERTO MONTT;Calle;895;Urmeneta;652328000;;NO;No Aplica;No Aplica;-4.147.316;-72.949.226;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
24-910;200505;;;10;LOS LAGOS;10;SEREMI DE SALUD DE LOS LAGOS;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;CENTRO MÉDICO IMAGENOLOGÍA SUR CRUZ MÉDICA;No Aplica;Privado;Secundario;10101;PUERTO MONTT;Calle;179;Baquedano;;11-06-2010;NO;No Aplica;No Aplica;-41.472.579;-72.948.521;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Mediana Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
24-275;124275;;;10;LOS LAGOS;10;SEREMI DE SALUD DE LOS LAGOS;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;CENTRO DE ATENCIÓN PROFESIONAL DE ENFERMERÍA (CAPROEN);No Aplica;Privado;Secundario;10101;PUERTO MONTT;Calle;790;Urmeneta;652289054;;NO;No Aplica;No Aplica;-41.472.444;-72.947.006;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
24-977;200298;;;10;LOS LAGOS;10;SEREMI DE SALUD DE LOS LAGOS;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;MEGASALUD BENAVENTE;No Aplica;Privado;Secundario;10101;PUERTO MONTT;Calle;458;Benavente;;19-02-2016;NO;No Aplica;No Aplica;-41.470.975;-72.941.417;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
24-281;124281;;;10;LOS LAGOS;10;SEREMI DE SALUD DE LOS LAGOS;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;INSTITUTO TELETÓN PUERTO MONTT;No Aplica;Privado;Secundario;10101;PUERTO MONTT;Calle;650;Egaña;652257750;01-01-2009;NO;No Aplica;No Aplica;-41.470.812;-72.924.745;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Mediana Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
24-273;124273;;;10;LOS LAGOS;10;SEREMI DE SALUD DE LOS LAGOS;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;MEGASALUD S.A. CENTRO MÉDICO Y DENTAL PUERTO MONTT;No Aplica;Privado;No Aplica;10101;PUERTO MONTT;Calle;412;Rengifo;652286160;01-01-2009;NO;No Aplica;No Aplica;-41.470.169;-7.294.072;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Mediana Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
24-965;200065;;;10;LOS LAGOS;10;SEREMI DE SALUD DE LOS LAGOS;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;CENTRO MÉDICO DOCENTE ASISTENCIAL UNIVERSIDAD SAN SEBASTIÁN;No Aplica;Privado;Secundario;10101;PUERTO MONTT;Calle;1390;Lago Panguipulli;652325700;18-12-2012;NO;No Aplica;No Aplica;-41.469.458;-72.907.595;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
24-284;124284;;;10;LOS LAGOS;10;SEREMI DE SALUD DE LOS LAGOS;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;CENTRO MÉDICO Y DENTAL XA. ZONA DE CARABINEROS;No Aplica;Carabineros;No Aplica;10101;PUERTO MONTT;Calle;;Seminario;;01-01-2009;NO;No Aplica;No Aplica;-41.468.117;-72.940.605;FUERZAS ARMADAS Y DE ORDEN;VIGENTE EN OPERACIÓN HABITUAL;Mediana Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
24-278;124278;;;10;LOS LAGOS;10;SEREMI DE SALUD DE LOS LAGOS;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;CENTRO NEFROLÓGICO PUERTO MONTT;No Aplica;Privado;Secundario;10101;PUERTO MONTT;Calle;458;Padre Harter;652284843;01-01-2009;NO;No Aplica;No Aplica;-41.465.531;-72.942.802;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
24-980;201012;;;10;LOS LAGOS;10;SEREMI DE SALUD DE LOS LAGOS;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;POLICLÍNICO DE LA III BRIGADA DE LA FUERZA AÉREA DE CHILE;No Aplica;Fuerza Aérea de Chile;Primario;10101;PUERTO MONTT;Calle;;Nicanor Bahamondes;(65) 232 3169.;21-01-2020;NO;No Aplica;No Aplica;-41.463.797;-7.291.442;FUERZAS ARMADAS Y DE ORDEN;VIGENTE EN OPERACIÓN HABITUAL;Mediana Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
24-966;200066;;;10;LOS LAGOS;10;SEREMI DE SALUD DE LOS LAGOS;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;SECCIÓN SANIDAD PUERTO MONTT DE LA POLICÍA DE INVESTIGACIONES DE CHILE;No Aplica;PDI;Secundario;10101;PUERTO MONTT;Calle;536;Ramón Munita;652492824;09-04-2014;NO;No Aplica;No Aplica;-41.463.595;-72.919.813;FUERZAS ARMADAS Y DE ORDEN;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
;201089;;;10;LOS LAGOS;10;SEREMI DE SALUD DE LOS LAGOS;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;CENTRO MÉDICO DIAGNOMEDIC;No Aplica;Privado;Secundario;10101;PUERTO MONTT;Calle;1315;Los Alerces;944377137;13-09-2019;NO;No Aplica;No Aplica;-41.396.897;-7.290.669;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Mediana Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
23-969;200069;;;10;LOS LAGOS;10;SEREMI DE SALUD DE LOS LAGOS;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;POLICLÍNICO DE FUNCIONARIOS DE LA UNIVERSIDAD DE LOS LAGOS;No Aplica;Privado;Secundario;10301;OSORNO;Avenida;1305;Fuchsloche;642333000;17-08-2009;NO;No Aplica;No Aplica;-4.059.186;-7.310.399;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
23-205;123205;;;10;LOS LAGOS;10;SEREMI DE SALUD DE LOS LAGOS;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;CENTRO DE SALUD MUTUAL CCHC OSORNO;No Aplica;Privado;Secundario;10301;OSORNO;Calle;1756;Guillermo Buhler;642422666;01-01-2009;NO;No Aplica;No Aplica;-40.586.606;-73.127.335;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
23-213;123213;;;10;LOS LAGOS;10;SEREMI DE SALUD DE LOS LAGOS;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;CLÍNICA OFTALMOLÓGICA SURVISIÓN;No Aplica;Privado;Secundario;10301;OSORNO;Calle;1581;Guillermo Buhler;;01-01-2009;NO;No Aplica;No Aplica;-40.584.947;-73.129.113;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
23-214;123214;;;10;LOS LAGOS;10;SEREMI DE SALUD DE LOS LAGOS;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;POLICLÍNICO INSTITUTO DE SEGURIDAD DEL TRABAJO DE OSORNO;No Aplica;Privado;Secundario;10301;OSORNO;Calle;1470;Hermanos Phillipi;642238109;01-01-2009;NO;No Aplica;No Aplica;-40.582.494;-73.121.277;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
23-900;200507;;;10;LOS LAGOS;10;SEREMI DE SALUD DE LOS LAGOS;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;POLICLÍNICO CENTRO DE CUMPLIMIENTO PENITENCIARIO DE OSORNO;No Aplica;Gendamería;Secundario;10301;OSORNO;Calle;1399;Conrado Amthauer;;01-08-2002;NO;No Aplica;No Aplica;-40.578.964;-73.126.573;FUERZAS ARMADAS Y DE ORDEN;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
23-970;200070;;;10;LOS LAGOS;10;SEREMI DE SALUD DE LOS LAGOS;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;CENTRO MÉDICO OSORNO SALUD;No Aplica;Privado;Secundario;10301;OSORNO;Calle;781;Colón;642222022;31-10-2002;NO;No Aplica;No Aplica;-40.575.801;-73.128.219;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
23-206;123206;;;10;LOS LAGOS;10;SEREMI DE SALUD DE LOS LAGOS;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;MEGASALUD S.A. CENTRO MÉDICO Y DENTAL OSORNO;No Aplica;Privado;No Aplica;10301;OSORNO;Calle;791;Bernardo O'Higgins;642269508;01-01-2009;NO;No Aplica;No Aplica;-40.575.617;-73.136.689;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Mediana Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
23-216;123216;;;10;LOS LAGOS;10;SEREMI DE SALUD DE LOS LAGOS;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;CENTRO MÉDICO Y LABORATORIO COCHRANE;No Aplica;Privado;Secundario;10301;OSORNO;Calle;405;Cochrane;;01-01-2009;NO;No Aplica;No Aplica;-40.570.846;-73.133.691;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
;201144;;;10;LOS LAGOS;10;SEREMI DE SALUD DE LOS LAGOS;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;LABORATORIO CLÍNICO Y VACUNATORIO PATAGONIA TESTING;No Aplica;Privado;No Aplica;10101;PUERTO MONTT;Calle;217;Serrano;987769399;28-09-2021;NO;No Aplica;No Aplica;-41.469.648;-72.927.237;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;No Aplica;ATENCIÓN ABIERTA-AMBULATORIA;06-01-2022;
;201331;;;10;LOS LAGOS;10;SEREMI DE SALUD DE LOS LAGOS;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;CENTRO MÉDICO ANDES SALUD ANCUD;No Aplica;Privado;Secundario;10202;ANCUD;Avenida;750;Costanera;600 401 2600;30-07-2024;NO;No Aplica;No Aplica;-41.869.753;-73.829.547;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Mediana Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;17-02-2023;
;201332;;;10;LOS LAGOS;10;SEREMI DE SALUD DE LOS LAGOS;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;POLICLÍNICO CENTRO DE REHABILITACIÓN COANIQUEM;No Aplica;Privado;Secundario;10101;PUERTO MONTT;Calle;146;San Felipe;;25-08-2006;NO;No Aplica;No Aplica;-41.471.317;-72.937.428;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Mediana Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;17-02-2023;
;201618;;;10;LOS LAGOS;10;SEREMI DE SALUD DE LOS LAGOS;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;POLICLÍNICO ACHS CALBUCO;No Aplica;Privado;No Aplica;10102;CALBUCO;Calle;41;Brasil;2310337459;04-06-2024;NO;No Aplica;No Aplica;-4.177.615.385;-7.312.788.002;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Mediana Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;02-08-2024;
;201728;;;10;LOS LAGOS;10;SEREMI DE SALUD DE LOS LAGOS;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;CENTRO MÉDICO CENTRALMED;No Aplica;Privado;Secundario;10201;CASTRO;Calle;712;O´Higgins;;28-09-2020;NO;No Aplica;No Aplica;-4.247.787.195;-7.376.546.302;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Mediana Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;02-12-2024;
;201729;;;10;LOS LAGOS;10;SEREMI DE SALUD DE LOS LAGOS;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;CENTRO MÉDICO ECOMEDIC;No Aplica;Privado;Secundario;10208;QUELLÓN;Calle;375;Pedro Aguirre Cerda;;05-10-2020;NO;No Aplica;No Aplica;-4.311.770.468;-7.362.196.043;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Mediana Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;02-12-2024;
;201730;;;10;LOS LAGOS;10;SEREMI DE SALUD DE LOS LAGOS;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;CENTRO MÉDICO SANTA ROSA;No Aplica;Privado;Secundario;10109;PUERTO VARAS;Calle;530;Santa Rosa;;22-12-2021;NO;No Aplica;No Aplica;-4.131.849.412;-7.298.318.909;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Mediana Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;02-12-2024;
;201731;;;10;LOS LAGOS;10;SEREMI DE SALUD DE LOS LAGOS;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;CENTRO MÉDICO ARCHIPIELAGO;No Aplica;Privado;Secundario;10201;CASTRO;Calle;580;Eleuterio Ramirez;;04-05-2021;NO;No Aplica;No Aplica;-4.247.934.129;-7.376.779.998;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Mediana Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;02-12-2024;
;202277;;;10;LOS LAGOS;10;SEREMI DE SALUD DE LOS LAGOS;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;POLICLÍNICO MUTUAL DE SEGURIDAD CAMARA CHILENA DE LA CONSTRUCIÓN CALBUCO;No Aplica;Privado;Secundario;10102;CALBUCO;Calle;426;Galvarino Riveros;(65) 2461450;23-02-2024;No Aplica;No Aplica;No Aplica;;;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;No Aplica;ATENCIÓN ABIERTA-AMBULATORIA;08-04-2026;
;202278;;;10;LOS LAGOS;10;SEREMI DE SALUD DE LOS LAGOS;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;CENTRO MÉDICO ANDES SALUD EL TEPUAL;No Aplica;Privado;Secundario;10101;PUERTO MONTT;Avenida;1360;El Tepual;600 401 2600;18-11-2022;No Aplica;No Aplica;No Aplica;;;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;No Aplica;ATENCIÓN ABIERTA-AMBULATORIA;08-04-2026;
;202279;;;10;LOS LAGOS;10;SEREMI DE SALUD DE LOS LAGOS;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;CENTRO MÉDICO ANDES SALUD LLANQUIHUE;No Aplica;Privado;Secundario;10107;LLANQUIHUE;Calle;637;Salomon Negrin;600 401 2600;03-09-2023;No Aplica;No Aplica;No Aplica;;;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;No Aplica;ATENCIÓN ABIERTA-AMBULATORIA;08-04-2026;
;202280;;;10;LOS LAGOS;10;SEREMI DE SALUD DE LOS LAGOS;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;CENTRO MÉDICO ANDES SALUD. JARDIN AUSTRAL;No Aplica;Privado;Secundario;10101;PUERTO MONTT;Avenida;1400;Austral;600 401 2600;14-10-2023;No Aplica;No Aplica;No Aplica;;;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;No Aplica;ATENCIÓN ABIERTA-AMBULATORIA;08-04-2026;
;202283;;;10;LOS LAGOS;10;SEREMI DE SALUD DE LOS LAGOS;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;CENTRO MÉDICO FRUTILLAR DE CLÍNICA PUERTO VARAS;No Aplica;Privado;Secundario;10105;FRUTILLAR;Calle;255;Alianza Cristiana y Misionera;652333300;08-04-2023;NO;No Aplica;No Aplica;;;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Mediana Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;17-04-2026;
;202286;;;10;LOS LAGOS;10;SEREMI DE SALUD DE LOS LAGOS;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;CENTRO MÉDICO ALERCE DE CLÍNICA PUERTO VARAS;No Aplica;Privado;No Aplica;10101;PUERTO MONTT;Avenida;2001;Avenida Ferrocarril 2001;652333300;02-10-2022;NO;No Aplica;No Aplica;;;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;No Aplica;ATENCIÓN ABIERTA-AMBULATORIA;20-04-2026;
;202287;;;10;LOS LAGOS;10;SEREMI DE SALUD DE LOS LAGOS;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;CENTRO MÉDICO CANDELARIA SALUD;No Aplica;Privado;Secundario;10101;PUERTO MONTT;Calle;1315;Los Alerces;+56 9 4035 9162;05-04-2025;No Aplica;No Aplica;No Aplica;;;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Mediana Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;20-04-2026;
;202290;;;10;LOS LAGOS;10;SEREMI DE SALUD DE LOS LAGOS;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;CENTRO MÉDICO VALLE VOLCANES;No Aplica;Privado;Secundario;10101;PUERTO MONTT;Pasaje;4978;El Loa;(65) 2235927;03-04-2023;No Aplica;No Aplica;No Aplica;;;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Mediana Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;21-04-2026;
;202300;;;10;LOS LAGOS;10;SEREMI DE SALUD DE LOS LAGOS;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;CENTRO MÉDICO ANDES SALUD ANCUD;No Aplica;Privado;Secundario;10202;ANCUD;Avenida;750;Costanera;600 401 2600;30-07-2024;NO;No Aplica;No Aplica;-41.869.753;-73.829.547;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Mediana Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;07-05-2026;
22-231;122231;;;14;LOS RÍOS;14;SEREMI DE SALUD DE LOS RÍOS;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;POLICLÍNICO DE ATENCIÓN PRIMARIA GENDARMERÍA DE CHILE;No Aplica;Gendamería;Secundario;14204;RÍO BUENO;Calle;655;Ejército Libertador;642341344;01-01-2009;NO;No Aplica;No Aplica;-40.335.046;-72.961.707;FUERZAS ARMADAS Y DE ORDEN;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
22-224;122224;;;14;LOS RÍOS;14;SEREMI DE SALUD DE LOS RÍOS;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;CENTRO DE SALUD ACHS RÍO BUENO;No Aplica;Privado;Secundario;14204;RÍO BUENO;Calle;970;Independencia;632341740;01-01-2009;NO;No Aplica;No Aplica;-40.334.324;-72.957.982;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
22-223;122223;;;14;LOS RÍOS;14;SEREMI DE SALUD DE LOS RÍOS;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;CENTRO DE SALUD MUTUAL CCHC LA UNIÓN;No Aplica;Privado;Secundario;14201;LA UNIÓN;Avenida;455;Arturo Prat;642322070;01-01-2009;NO;No Aplica;No Aplica;-40.296.996;-73.083.425;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
22-239;122239;;;14;LOS RÍOS;14;SEREMI DE SALUD DE LOS RÍOS;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;SOCIEDAD LABORATORIO CLÍNICO UNIÓN LTDA.;No Aplica;Privado;Secundario;14201;LA UNIÓN;Calle;225;Cayetano Letelier;642426044;01-01-2009;NO;No Aplica;No Aplica;-4.029.543;-73.084.413;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
22-927;201046;;;14;LOS RÍOS;14;SEREMI DE SALUD DE LOS RÍOS;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;CLINICA CUMBRES SALUD;No Aplica;Privado;Primario;14201;LA UNIÓN;Calle;1100;ARTURO PRAT 1100;(64) 2325328;;NO;No Aplica;No Aplica;-40.290.097;-73.012.782;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
22-221;122221;;;14;LOS RÍOS;14;SEREMI DE SALUD DE LOS RÍOS;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;CENTRO PENITENCIARIO VALDIVIA;No Aplica;Gendamería;Secundario;14101;VALDIVIA;Calle;4000;Picarte;632281623;01-01-2009;NO;No Aplica;No Aplica;-39.837.567;-7.320.983;FUERZAS ARMADAS Y DE ORDEN;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
